COLOR WI,COLOR YI,ODOR LVL,VOLATILE,Antiblock Type,,AO2 Type,,AO1,AO2/AO1 Ratio,Acid Scavenger,Slip Agent,Gels Performance,,,,
51.480,-5.210,2.000,0.009,0.000,0.211,0.000,0.122,0.050,2.440,0.050,0.119,7.000,1.300,0.000,3.560,Non Low Gel
53.680,-5.110,2.000,0.011,0.000,0.208,0.000,0.128,0.051,2.510,0.051,0.119,2.300,0.300,0.000,1.020,Low Gel
53.620,-4.550,2.000,0.011,0.000,0.185,0.000,0.124,0.052,2.385,0.052,0.110,4.100,0.400,0.000,1.530,Non Low Gel
53.050,-5.310,2.000,0.007,0.000,0.193,0.000,0.125,0.054,2.315,0.054,0.106,3.900,0.400,0.000,1.400,Non Low Gel
53.820,-5.060,2.000,0.008,0.256,0.000,0.000,0.123,0.051,2.412,0.051,0.120,4.600,0.500,0.000,1.650,Non Low Gel
54.840,-5.320,2.000,0.008,0.227,0.000,0.000,0.122,0.051,2.392,0.051,0.120,4.200,0.700,0.000,2.180,Non Low Gel
54.100,-5.390,2.000,0.011,0.229,0.000,0.000,0.126,0.049,2.571,0.049,0.120,2.200,0.300,0.000,0.920,Low Gel
53.540,-4.990,2.000,0.009,0.247,0.000,0.000,0.124,0.052,2.385,0.052,0.113,2.500,0.300,0.000,1.040,Low Gel
52.310,-4.820,2.000,0.026,0.237,0.000,0.000,0.121,0.048,2.521,0.048,0.098,4.700,0.600,0.000,2.080,Non Low Gel
53.630,-4.930,2.000,0.014,0.239,0.216,0.000,0.121,0.048,2.521,0.048,0.107,2.600,0.700,0.000,1.550,Non Low Gel
54.700,-5.120,2.000,0.007,0.249,0.000,0.000,0.122,0.052,2.346,0.052,0.116,1.900,0.200,0.000,0.760,Low Gel
54.210,-5.180,2.000,0.007,0.247,0.000,0.000,0.120,0.048,2.500,0.048,0.110,3.500,0.700,0.000,1.880,Non Low Gel
53.540,-5.090,2.000,0.009,0.250,0.216,0.000,0.122,0.050,2.440,0.050,0.116,3.100,0.400,0.000,1.260,Non Low Gel
53.710,-5.350,2.000,0.005,0.249,0.000,0.000,0.121,0.049,2.469,0.049,0.112,1.900,0.200,0.000,0.800,Low Gel
53.750,-5.220,2.000,0.009,0.252,0.000,0.000,0.121,0.050,2.420,0.050,0.109,3.200,0.400,0.000,1.330,Non Low Gel
53.890,-5.010,2.000,0.009,0.251,0.000,0.000,0.122,0.050,2.440,0.050,0.113,3.100,0.400,0.000,1.220,Non Low Gel
52.500,-5.060,2.000,0.006,0.251,0.000,0.000,0.121,0.050,2.420,0.050,0.112,1.700,0.200,0.000,0.650,Low Gel
53.830,-5.150,2.000,0.015,0.249,0.000,0.000,0.122,0.050,2.440,0.050,0.106,2.200,0.300,0.000,0.960,Low Gel
54.080,-5.250,2.000,0.035,0.247,0.000,0.000,0.121,0.049,2.469,0.049,0.100,4.200,0.600,0.000,1.780,Non Low Gel
53.450,-5.140,2.000,0.006,0.251,0.000,0.000,0.121,0.051,2.373,0.051,0.097,3.400,0.400,0.000,1.260,Non Low Gel
56.060,-6.330,2.000,0.022,0.242,0.000,0.000,0.122,0.048,2.542,0.048,0.120,2.800,0.200,0.000,0.930,Low Gel
53.350,-6.540,2.000,0.009,0.259,0.000,0.000,0.119,0.044,2.705,0.044,0.098,2.900,0.200,0.000,0.850,Low Gel
53.850,-5.060,2.000,0.005,0.248,0.000,0.000,0.118,0.050,2.360,0.050,0.103,2.100,0.300,0.000,0.830,Low Gel
53.540,-5.040,2.000,0.011,0.252,0.000,0.000,0.120,0.051,2.353,0.051,0.115,1.800,0.300,0.000,0.740,Low Gel
52.620,-4.830,2.000,0.031,0.252,0.000,0.000,0.119,0.050,2.380,0.050,0.085,2.400,0.400,0.000,1.470,Non Low Gel
54.020,-5.240,2.000,0.011,0.248,0.000,0.000,0.118,0.048,2.458,0.048,0.104,2.200,0.300,0.000,0.920,Low Gel
53.390,-4.960,2.000,0.035,0.251,0.000,0.000,0.119,0.050,2.380,0.050,0.096,2.400,0.500,0.000,1.220,Non Low Gel
53.160,-4.950,2.000,0.004,0.248,0.216,0.000,0.119,0.051,2.333,0.051,0.097,2.300,0.300,0.000,1.010,Low Gel
52.850,-5.100,2.000,0.015,0.255,0.000,0.000,0.122,0.051,2.392,0.051,0.112,1.300,0.200,0.000,0.710,Low Gel
52.850,-5.100,2.000,0.015,0.255,0.000,0.000,0.122,0.051,2.392,0.051,0.112,1.300,0.200,0.000,0.710,Low Gel
53.710,-5.280,2.000,0.026,0.243,0.000,0.000,0.119,0.051,2.333,0.051,0.112,1.800,0.300,0.000,0.790,Low Gel
53.870,-4.760,2.000,0.011,0.244,0.000,0.000,0.119,0.049,2.429,0.049,0.109,1.800,0.300,0.000,0.880,Low Gel
54.180,-4.940,2.000,0.010,0.242,0.000,0.000,0.116,0.048,2.417,0.048,0.110,2.700,0.500,0.000,1.370,Non Low Gel
54.400,-5.200,2.000,0.007,0.252,0.000,0.000,0.120,0.043,2.791,0.043,0.106,2.500,0.300,0.000,1.020,Low Gel
53.150,-5.000,2.000,0.007,0.245,0.216,0.000,0.116,0.050,2.320,0.050,0.110,3.100,0.100,0.000,0.800,Low Gel
53.370,-4.860,2.000,0.021,0.248,0.000,0.000,0.118,0.048,2.458,0.048,0.102,2.800,0.400,0.000,1.190,Non Low Gel
53.740,-5.150,2.000,0.032,0.251,0.000,0.000,0.119,0.051,2.333,0.051,0.115,3.200,0.400,0.000,1.350,Non Low Gel
53.610,-5.460,2.000,0.013,0.248,0.000,0.000,0.118,0.050,2.360,0.050,0.110,2.300,0.300,0.000,0.900,Low Gel
53.360,-4.870,2.000,0.025,0.254,0.000,0.000,0.119,0.053,2.245,0.053,0.110,2.100,0.300,0.000,0.830,Low Gel
54.390,-5.170,2.000,0.017,0.253,0.000,0.000,0.120,0.051,2.353,0.051,0.120,2.000,0.300,0.000,0.830,Low Gel
54.530,-4.880,2.000,0.015,0.250,0.000,0.000,0.117,0.051,2.294,0.051,0.109,3.400,0.400,0.000,1.410,Non Low Gel
53.220,-5.090,2.000,0.009,0.255,0.000,0.000,0.120,0.045,2.667,0.045,0.103,5.600,0.800,0.000,2.470,Non Low Gel
54.720,-5.160,2.000,0.011,0.251,0.000,0.000,0.117,0.041,2.854,0.041,0.104,2.800,0.600,0.000,1.490,Non Low Gel
54.120,-5.120,2.000,0.030,0.247,0.000,0.000,0.118,0.055,2.145,0.055,0.106,3.200,0.300,0.000,1.130,Low Gel
52.330,-5.170,2.000,0.010,0.250,0.000,0.000,0.118,0.056,2.107,0.056,0.084,3.100,0.700,0.000,1.900,Non Low Gel
53.140,-4.830,2.000,0.008,0.244,0.000,0.000,0.120,0.052,2.308,0.052,0.115,2.600,0.500,0.000,1.410,Non Low Gel
55.310,-5.230,2.000,0.027,0.000,0.196,0.000,0.119,0.049,2.429,0.049,0.119,5.000,0.900,0.000,2.430,Non Low Gel
52.370,-4.900,2.000,0.013,0.000,0.198,0.000,0.116,0.048,2.417,0.048,0.110,4.200,0.800,0.000,2.080,Non Low Gel
55.110,-5.310,2.000,0.012,0.000,0.190,0.000,0.117,0.047,2.489,0.047,0.118,3.600,0.500,0.000,1.530,Non Low Gel
53.910,-4.870,2.000,0.007,0.000,0.205,0.000,0.120,0.050,2.400,0.050,0.114,4.600,0.600,0.000,2.150,Non Low Gel
56.260,-4.730,2.000,0.025,0.000,0.205,0.000,0.125,0.051,2.451,0.051,0.120,3.700,0.400,0.000,1.500,Non Low Gel
55.830,-4.650,2.000,0.016,0.000,0.214,0.000,0.132,0.059,2.237,0.059,0.120,7.100,1.200,0.000,3.410,Non Low Gel
52.490,-4.930,2.000,0.027,0.000,0.194,0.000,0.118,0.049,2.408,0.049,0.106,3.700,0.500,0.000,1.570,Non Low Gel
54.880,-5.000,2.000,0.016,0.000,0.188,0.000,0.117,0.051,2.294,0.051,0.112,3.500,0.600,0.000,1.790,Non Low Gel
55.620,-5.410,2.000,0.011,0.000,0.182,0.000,0.117,0.051,2.294,0.051,0.115,3.200,0.800,0.000,1.970,Non Low Gel
54.460,-5.160,2.000,0.023,0.000,0.185,0.000,0.116,0.050,2.320,0.050,0.110,2.600,0.400,0.000,1.170,Non Low Gel
53.910,-4.950,2.000,0.034,0.000,0.187,0.000,0.119,0.054,2.204,0.054,0.119,2.700,0.400,0.000,1.330,Non Low Gel
53.180,-5.240,2.000,0.008,0.000,0.188,0.000,0.120,0.054,2.222,0.054,0.101,2.600,0.400,0.000,1.200,Non Low Gel
54.940,-5.210,2.000,0.007,0.000,0.178,0.000,0.118,0.049,2.408,0.049,0.112,2.200,0.400,0.000,1.070,Non Low Gel
53.160,-4.990,2.000,0.006,0.000,0.182,0.000,0.116,0.047,2.468,0.047,0.116,2.800,0.300,0.000,1.100,Low Gel
54.340,-4.870,2.000,0.011,0.000,0.206,0.000,0.121,0.050,2.420,0.050,0.110,4.100,0.900,0.000,2.440,Non Low Gel
52.790,-5.180,2.000,0.006,0.252,0.000,0.000,0.114,0.045,2.533,0.045,0.112,3.500,0.600,0.000,1.600,Non Low Gel
53.500,-5.200,2.000,0.009,0.253,0.000,0.000,0.116,0.046,2.522,0.046,0.110,1.800,0.200,0.000,0.690,Low Gel
54.290,-5.380,2.000,0.016,0.258,0.000,0.000,0.117,0.051,2.294,0.051,0.109,2.100,0.400,0.000,0.990,Non Low Gel
53.490,-4.910,2.000,0.011,0.266,0.000,0.000,0.119,0.055,2.164,0.055,0.112,2.400,0.500,0.000,1.230,Non Low Gel
53.410,-5.030,2.000,0.013,0.268,0.000,0.000,0.118,0.050,2.360,0.050,0.115,3.800,0.500,0.000,1.650,Non Low Gel
53.070,-5.370,2.000,0.007,0.240,0.216,0.000,0.115,0.048,2.396,0.048,0.102,3.000,0.300,0.000,1.340,Low Gel
53.950,-5.240,2.000,0.013,0.246,0.000,0.000,0.115,0.050,2.300,0.050,0.113,3.200,0.500,0.000,1.530,Non Low Gel
53.840,-4.910,2.000,0.023,0.242,0.000,0.000,0.114,0.049,2.327,0.049,0.108,2.600,0.400,0.000,1.160,Non Low Gel
54.310,-5.580,2.000,0.015,0.248,0.216,0.092,0.000,0.051,1.804,0.051,0.110,2.400,0.400,0.000,1.150,Non Low Gel
53.170,-4.910,2.000,0.022,0.249,0.000,0.095,0.000,0.052,1.827,0.052,0.106,2.700,0.500,0.000,1.410,Non Low Gel
53.260,-5.080,2.000,0.007,0.249,0.000,0.096,0.000,0.052,1.846,0.052,0.107,2.700,0.300,0.000,1.040,Low Gel
54.340,-5.350,2.000,0.023,0.249,0.000,0.099,0.000,0.051,1.941,0.051,0.103,3.400,0.400,0.000,1.440,Non Low Gel
53.130,-5.480,2.000,0.008,0.249,0.000,0.113,0.000,0.049,2.306,0.049,0.110,2.600,0.500,0.000,1.250,Non Low Gel
54.810,-5.250,2.000,0.024,0.250,0.000,0.098,0.000,0.050,1.960,0.050,0.114,4.000,0.500,0.000,1.720,Non Low Gel
54.110,-5.490,2.000,0.007,0.254,0.000,0.000,0.116,0.050,2.320,0.050,0.103,3.500,0.500,0.000,1.520,Non Low Gel
52.310,-5.280,2.000,0.007,0.253,0.000,0.000,0.116,0.047,2.468,0.047,0.101,2.100,0.400,0.000,0.990,Non Low Gel
54.240,-5.170,2.000,0.015,0.253,0.000,0.000,0.117,0.048,2.438,0.048,0.110,3.500,1.000,0.000,2.240,Non Low Gel
54.200,-5.080,2.000,0.012,0.253,0.000,0.000,0.117,0.049,2.388,0.049,0.113,2.200,0.200,0.000,0.790,Low Gel
55.700,-4.890,2.000,0.013,0.269,0.000,0.000,0.120,0.051,2.353,0.051,0.118,1.500,5.000,0.000,1.220,Non Low Gel
54.930,-5.100,2.000,0.011,0.259,0.000,0.000,0.119,0.051,2.333,0.051,0.115,1.900,0.300,0.000,0.970,Low Gel
53.920,-5.390,2.000,0.013,0.255,0.000,0.000,0.119,0.052,2.288,0.052,0.096,2.100,0.400,0.000,1.040,Non Low Gel
53.680,-5.040,2.000,0.013,0.259,0.000,0.000,0.120,0.054,2.222,0.054,0.102,3.300,0.500,0.000,1.430,Non Low Gel
54.980,-5.340,2.000,0.005,0.254,0.000,0.000,0.117,0.049,2.388,0.049,0.114,3.200,0.400,0.000,1.220,Non Low Gel
52.130,-5.220,2.000,0.007,0.251,0.000,0.000,0.118,0.050,2.360,0.050,0.103,3.100,0.500,0.000,1.560,Non Low Gel
54.240,-5.160,2.000,0.009,0.251,0.000,0.000,0.117,0.050,2.340,0.050,0.112,4.500,0.800,0.000,2.200,Non Low Gel
52.290,-5.090,2.000,0.007,0.248,0.000,0.000,0.118,0.052,2.269,0.052,0.119,2.400,0.500,0.000,1.350,Non Low Gel
52.580,-4.960,2.000,0.005,0.253,0.000,0.000,0.120,0.049,2.449,0.049,0.100,2.700,0.400,0.000,1.140,Non Low Gel
54.330,-4.810,2.000,0.009,0.265,0.000,0.000,0.122,0.049,2.490,0.049,0.119,3.600,0.800,0.000,2.030,Non Low Gel
54.980,-5.180,2.000,0.011,0.258,0.000,0.000,0.120,0.049,2.449,0.049,0.110,3.800,0.600,0.000,1.830,Non Low Gel
54.140,-4.850,2.000,0.005,0.257,0.000,0.000,0.120,0.051,2.353,0.051,0.095,2.400,0.300,0.000,1.010,Low Gel
54.410,-5.100,2.000,0.027,0.262,0.000,0.000,0.122,0.053,2.302,0.053,0.108,2.400,0.300,0.000,1.130,Low Gel
54.860,-5.500,2.000,0.008,0.261,0.000,0.000,0.122,0.051,2.392,0.051,0.103,1.400,0.200,0.000,0.550,Low Gel
54.850,-5.270,2.000,0.016,0.260,0.000,0.000,0.121,0.050,2.420,0.050,0.101,4.600,0.600,0.000,1.460,Non Low Gel
54.780,-5.320,2.000,0.005,0.254,0.000,0.000,0.121,0.051,2.373,0.051,0.109,2.500,0.300,0.000,1.010,Low Gel
55.080,-4.960,2.000,0.021,0.253,0.000,0.000,0.120,0.051,2.353,0.051,0.114,2.900,0.400,0.000,1.250,Non Low Gel
53.830,-5.690,2.000,0.007,0.253,0.000,0.000,0.118,0.049,2.408,0.049,0.108,2.400,0.300,0.000,1.080,Low Gel
53.520,-5.450,2.000,0.020,0.248,0.000,0.000,0.118,0.049,2.408,0.049,0.092,1.400,0.300,0.000,0.760,Low Gel
53.260,-5.210,2.000,0.005,0.253,0.000,0.000,0.121,0.053,2.283,0.053,0.112,2.200,0.300,0.000,1.020,Low Gel
54.750,-5.170,2.000,0.011,0.253,0.000,0.000,0.120,0.053,2.264,0.053,0.116,3.000,0.400,0.000,1.270,Non Low Gel
54.010,-5.560,2.000,0.011,0.252,0.000,0.000,0.121,0.053,2.283,0.053,0.106,3.300,0.400,0.000,1.430,Non Low Gel
54.420,-5.290,2.000,0.011,0.250,0.000,0.000,0.120,0.050,2.400,0.050,0.118,2.700,0.400,0.000,1.180,Non Low Gel
52.710,-5.220,2.000,0.011,0.231,0.000,0.000,0.120,0.050,2.400,0.050,0.113,2.100,0.200,0.000,0.890,Low Gel
55.050,-4.850,2.000,0.019,0.000,0.195,0.000,0.121,0.053,2.283,0.053,0.109,2.800,0.400,0.000,1.300,Non Low Gel
54.570,-4.890,2.000,0.008,0.000,0.219,0.000,0.121,0.054,2.241,0.054,0.100,2.300,0.400,0.000,1.130,Non Low Gel
54.650,-5.110,2.000,0.009,0.000,0.208,0.000,0.121,0.051,2.373,0.051,0.120,1.500,0.200,0.000,0.670,Low Gel
54.800,-4.680,2.000,0.024,0.000,0.206,0.000,0.120,0.051,2.353,0.051,0.113,2.400,0.300,0.000,0.990,Low Gel
54.510,-5.160,2.000,0.011,0.000,0.206,0.000,0.120,0.051,2.353,0.051,0.112,1.700,0.200,0.000,0.660,Low Gel
54.670,-5.180,2.000,0.007,0.000,0.200,0.000,0.121,0.050,2.420,0.050,0.109,1.900,0.300,0.000,0.980,Low Gel
54.920,-5.460,2.000,0.020,0.000,0.201,0.000,0.121,0.052,2.327,0.052,0.120,1.400,0.200,0.000,0.570,Low Gel
53.930,-5.340,2.000,0.005,0.000,0.197,0.000,0.120,0.053,2.264,0.053,0.110,1.400,0.200,0.000,0.580,Low Gel
54.070,-4.910,2.000,0.013,0.000,0.191,0.000,0.121,0.052,2.327,0.052,0.120,2.200,0.400,0.000,1.130,Non Low Gel
55.020,-4.620,2.000,0.005,0.000,0.188,0.000,0.120,0.054,2.222,0.054,0.082,1.700,0.300,0.000,0.930,Low Gel
54.070,-5.170,2.000,0.006,0.000,0.189,0.000,0.119,0.051,2.333,0.051,0.116,2.100,0.300,0.000,0.900,Low Gel
54.780,-5.030,2.000,0.017,0.000,0.190,0.000,0.118,0.050,2.360,0.050,0.120,2.100,0.300,0.000,0.890,Low Gel
54.380,-5.040,2.000,0.003,0.000,0.193,0.000,0.120,0.051,2.353,0.051,0.118,1.600,0.200,0.000,0.730,Low Gel
55.070,-5.060,2.000,0.011,0.000,0.184,0.000,0.120,0.054,2.222,0.054,0.118,3.600,0.600,0.000,1.630,Non Low Gel
55.550,-5.220,2.000,0.017,0.000,0.193,0.000,0.118,0.053,2.226,0.053,0.114,1.600,0.200,0.000,0.720,Low Gel
54.030,-5.140,2.000,0.007,0.000,0.191,0.000,0.120,0.054,2.222,0.054,0.116,1.400,0.100,0.000,0.520,Low Gel
55.140,-5.610,2.000,0.011,0.000,0.194,0.000,0.120,0.055,2.182,0.055,0.115,1.700,0.100,0.000,0.570,Low Gel
54.900,-5.550,2.000,0.004,0.000,0.190,0.000,0.118,0.053,2.226,0.053,0.107,2.300,0.300,0.000,1.030,Low Gel
53.930,-5.490,2.000,0.006,0.000,0.192,0.000,0.120,0.053,2.264,0.053,0.120,3.100,0.400,0.000,1.200,Non Low Gel
55.190,-5.060,2.000,0.024,0.000,0.188,0.000,0.119,0.052,2.288,0.052,0.100,1.900,0.300,0.000,0.830,Low Gel
54.900,-5.210,2.000,0.010,0.000,0.191,0.000,0.120,0.053,2.264,0.053,0.116,2.100,0.400,0.000,0.970,Non Low Gel
54.110,-5.320,2.000,0.005,0.000,0.200,0.000,0.120,0.052,2.308,0.052,0.118,1.900,0.200,0.000,0.740,Low Gel
54.290,-5.420,2.000,0.012,0.000,0.188,0.000,0.119,0.053,2.245,0.053,0.108,3.000,0.600,0.000,1.460,Non Low Gel
54.490,-5.070,2.000,0.011,0.000,0.189,0.000,0.119,0.055,2.164,0.055,0.120,2.800,0.300,0.000,1.120,Low Gel
53.480,-5.080,2.000,0.005,0.000,0.191,0.000,0.119,0.054,2.204,0.054,0.108,3.200,0.600,0.000,1.610,Non Low Gel
54.370,-5.110,2.000,0.009,0.000,0.189,0.000,0.117,0.052,2.250,0.052,0.116,2.100,0.400,0.000,1.090,Non Low Gel
54.530,-5.270,2.000,0.008,0.000,0.187,0.000,0.118,0.053,2.226,0.053,0.101,1.900,0.400,0.000,1.050,Non Low Gel
54.090,-5.350,2.000,0.008,0.000,0.189,0.000,0.118,0.053,2.226,0.053,0.113,3.100,1.800,0.000,2.640,Non Low Gel
54.520,-5.160,2.000,0.007,0.000,0.186,0.000,0.118,0.052,2.269,0.052,0.113,3.100,0.400,0.000,1.890,Non Low Gel
54.070,-5.320,2.000,0.007,0.000,0.187,0.000,0.116,0.051,2.275,0.051,0.118,3.300,0.400,0.000,1.460,Non Low Gel
54.570,-5.250,2.000,0.028,0.000,0.186,0.000,0.120,0.052,2.308,0.052,0.094,3.200,0.400,0.000,1.370,Non Low Gel
53.320,-5.040,2.000,0.007,0.000,0.189,0.000,0.120,0.052,2.308,0.052,0.115,4.400,1.000,0.000,2.640,Non Low Gel
54.770,-5.280,2.000,0.013,0.000,0.185,0.000,0.119,0.054,2.204,0.054,0.110,1.400,0.200,0.000,0.610,Low Gel
54.480,-5.070,2.000,0.016,0.000,0.189,0.000,0.118,0.053,2.226,0.053,0.108,3.300,0.500,0.000,1.510,Non Low Gel
54.930,-5.170,2.000,0.011,0.000,0.188,0.000,0.120,0.052,2.308,0.052,0.106,2.500,0.200,0.000,0.910,Low Gel
54.840,-5.390,2.000,0.007,0.000,0.187,0.000,0.118,0.049,2.408,0.049,0.102,2.500,0.500,0.000,1.300,Non Low Gel
54.970,-5.210,2.000,0.012,0.000,0.189,0.000,0.120,0.049,2.449,0.049,0.101,2.200,0.200,0.000,0.740,Low Gel
54.190,-5.410,2.000,0.019,0.000,0.192,0.000,0.119,0.048,2.479,0.048,0.107,2.800,0.600,0.000,1.530,Non Low Gel
52.510,-5.160,2.000,0.022,0.000,0.191,0.000,0.118,0.050,2.360,0.050,0.111,2.300,0.300,0.000,0.930,Low Gel
54.570,-5.060,2.000,0.013,0.000,0.189,0.000,0.120,0.051,2.353,0.051,0.108,1.800,0.200,0.000,0.710,Low Gel
53.220,-5.440,2.000,0.014,0.000,0.189,0.000,0.119,0.052,2.288,0.052,0.114,3.500,0.500,0.000,1.640,Non Low Gel
53.990,-5.300,2.000,0.029,0.000,0.189,0.000,0.120,0.052,2.308,0.052,0.109,2.200,0.300,0.000,0.860,Low Gel
53.840,-5.080,2.000,0.022,0.000,0.190,0.000,0.120,0.052,2.308,0.052,0.106,2.400,0.200,0.000,0.820,Low Gel
54.530,-5.510,2.000,0.015,0.000,0.190,0.000,0.119,0.051,2.333,0.051,0.095,1.400,0.300,0.000,0.800,Low Gel
53.230,-5.240,2.000,0.015,0.000,0.185,0.000,0.119,0.049,2.429,0.049,0.110,1.800,0.300,0.000,0.790,Low Gel
53.040,-5.160,2.000,0.014,0.000,0.191,0.000,0.118,0.049,2.408,0.049,0.098,1.000,0.200,0.000,0.410,Low Gel
53.780,-4.670,2.000,0.007,0.000,0.183,0.000,0.120,0.051,2.353,0.051,0.118,1.900,0.200,0.000,0.680,Low Gel
53.390,-5.300,2.000,0.010,0.000,0.188,0.000,0.119,0.052,2.288,0.052,0.096,1.500,0.300,0.000,0.660,Low Gel
53.790,-5.260,2.000,0.035,0.000,0.185,0.000,0.120,0.051,2.353,0.051,0.113,2.300,0.300,0.000,1.040,Low Gel
53.280,-5.140,2.000,0.008,0.000,0.183,0.000,0.118,0.051,2.314,0.051,0.103,2.600,0.500,0.000,1.370,Non Low Gel
53.790,-5.260,2.000,0.015,0.000,0.188,0.000,0.119,0.051,2.333,0.051,0.098,1.900,0.300,0.000,0.810,Low Gel